Siparis_ID,Musteri_ID,Urun_ID,Siparis_Tarihi,Adet
5774,M078,U007,2023-08-02,1
5775,M030,U014,2023-07-19,2
5776,M054,U019,2023-07-24,2
5777,M079,U006,2023-08-25,3
5778,M082,U003,2023-09-01,2
5779,M012,U001,2023-07-04,3
5780,M073,U016,2023-06-18,1
5781,M100,U004,2023-06-14,3
5782,M022,U003,2023-09-26,2
5783,M047,U013,2023-09-08,1
5784,M059,U018,2023-08-02,1
5785,M025,U002,2023-06-29,3
5786,M068,U019,2023-07-24,2
5787,M054,U014,2023-07-14,2
5788,M050,U001,2023-06-25,1
5789,M038,U012,2023-07-07,3
5790,M018,U013,2023-10-19,3
5791,M081,U017,2023-08-02,2
5792,M039,U002,2023-09-05,2
5793,M042,U009,2023-07-26,2
5794,M011,U005,2023-09-28,2
5795,M054,U010,2023-09-16,3
5796,M083,U010,2023-10-10,2
5797,M088,U013,2023-09-11,3
5798,M007,U010,2023-09-27,2
5799,M084,U007,2023-06-29,3
5800,M019,U003,2023-07-03,3
5801,M012,U020,2023-10-14,2
5802,M012,U001,2023-07-13,3
5803,M062,U009,2023-08-08,1
5804,M072,U005,2023-09-02,3
5805,M011,U013,2023-09-22,1
5806,M095,U020,2023-06-17,2
5807,M092,U003,2023-09-19,3
5808,M011,U004,2023-09-14,1
5809,M012,U019,2023-08-23,2
5810,M018,U018,2023-08-01,2
5811,M022,U005,2023-06-09,1
5812,M056,U014,2023-06-14,3
5813,M005,U001,2023-07-29,1
5814,M068,U012,2023-07-24,1
5815,M066,U018,2023-08-01,1
5816,M017,U002,2023-10-20,3
5817,M039,U011,2023-06-27,1
5818,M027,U020,2023-09-05,2
5819,M016,U017,2023-07-24,3
5820,M042,U017,2023-07-02,3
5821,M004,U016,2023-07-03,2
5822,M027,U010,2023-07-14,1
5823,M072,U007,2023-07-18,3
5824,M030,U001,2023-08-26,2
5825,M027,U010,2023-09-11,2
5826,M065,U009,2023-07-19,3
5827,M042,U002,2023-07-02,1
5828,M026,U016,2023-08-29,1
5829,M039,U005,2023-07-20,2
5830,M020,U019,2023-09-15,2
5831,M038,U003,2023-10-03,3
5832,M058,U006,2023-10-13,1
5833,M035,U008,2023-08-28,3
5834,M025,U019,2023-07-02,3
5835,M071,U003,2023-07-13,2
5836,M097,U001,2023-08-18,3
5837,M052,U012,2023-07-02,1
5838,M049,U017,2023-10-09,3
5839,M057,U011,2023-07-17,3
5840,M004,U002,2023-07-07,3
5841,M053,U008,2023-06-22,3
5842,M069,U015,2023-09-18,3
5843,M022,U019,2023-08-11,2
5844,M079,U001,2023-09-26,1
5845,M076,U016,2023-08-07,1
5846,M044,U009,2023-09-02,3
5847,M089,U009,2023-06-24,2
5848,M018,U019,2023-07-18,1
5849,M026,U017,2023-07-27,2
5850,M087,U011,2023-09-01,1
5851,M040,U004,2023-08-06,3
5852,M001,U008,2023-08-13,1
5853,M010,U008,2023-10-14,1
5854,M064,U020,2023-09-19,1
5855,M052,U011,2023-09-29,1
5856,M040,U003,2023-07-11,1
5857,M032,U004,2023-09-28,3
5858,M099,U019,2023-08-04,2
5859,M030,U012,2023-07-01,2
5860,M070,U007,2023-08-19,3
5861,M026,U010,2023-06-07,1
5862,M026,U005,2023-09-27,2
5863,M087,U012,2023-06-29,2
5864,M037,U014,2023-08-09,1
5865,M079,U010,2023-08-05,3
5866,M080,U017,2023-08-17,2
5867,M022,U005,2023-10-03,3
5868,M062,U014,2023-08-19,2
5869,M018,U015,2023-10-26,1
5870,M042,U012,2023-08-05,3
5871,M089,U009,2023-08-05,3
5872,M098,U003,2023-10-04,3
5873,M093,U016,2023-06-11,1
5874,M038,U005,2023-08-04,3
5875,M012,U012,2023-10-08,3
5876,M039,U005,2023-10-16,3
5877,M047,U014,2023-10-19,3
5878,M096,U020,2023-07-29,3
5879,M047,U009,2023-08-21,1
5880,M047,U017,2023-10-02,3
5881,M093,U015,2023-10-11,3
5882,M061,U010,2023-08-12,3
5883,M061,U009,2023-06-22,2
5884,M032,U007,2023-08-10,1
5885,M008,U010,2023-10-02,2
5886,M068,U001,2023-10-16,3
5887,M032,U011,2023-08-11,2
5888,M092,U003,2023-07-18,3
5889,M043,U010,2023-06-21,2
5890,M010,U006,2023-08-28,3
5891,M027,U019,2023-09-15,2
5892,M029,U018,2023-08-30,2
5893,M007,U020,2023-08-03,3
5894,M052,U002,2023-09-15,2
5895,M008,U012,2023-08-21,1
5896,M093,U007,2023-07-30,3
5897,M088,U014,2023-09-16,1
5898,M082,U010,2023-08-17,1
5899,M078,U014,2023-07-24,3
5900,M078,U015,2023-07-28,3
5901,M026,U001,2023-10-27,1
5902,M060,U020,2023-08-19,3
5903,M076,U018,2023-10-26,3
5904,M060,U004,2023-09-30,3
5905,M034,U006,2023-07-27,2
5906,M071,U014,2023-08-03,3
5907,M073,U015,2023-09-12,2
5908,M062,U001,2023-06-03,2
5909,M038,U012,2023-10-19,3
5910,M051,U016,2023-10-28,1
5911,M041,U020,2023-07-06,2
5912,M061,U006,2023-09-05,3
5913,M023,U004,2023-06-13,2
5914,M094,U012,2023-10-08,2
5915,M078,U002,2023-08-19,3
5916,M007,U012,2023-10-13,3
5917,M036,U010,2023-10-01,3
5918,M090,U007,2023-10-13,1
5919,M005,U015,2023-09-28,2
5920,M077,U011,2023-06-16,1
5921,M013,U015,2023-09-08,1
5922,M077,U017,2023-07-06,2
5923,M078,U020,2023-10-19,3
5924,M071,U018,2023-08-08,3
5925,M025,U008,2023-06-27,1
5926,M020,U008,2023-09-08,3
5927,M056,U020,2023-09-14,2
5928,M061,U001,2023-09-03,2
5929,M065,U007,2023-07-11,3
5930,M049,U018,2023-07-19,1
5931,M012,U004,2023-09-19,1
5932,M042,U018,2023-10-13,2
5933,M041,U016,2023-07-05,1
5934,M067,U018,2023-10-03,1
5935,M019,U005,2023-10-11,3
5936,M046,U002,2023-09-09,1
5937,M091,U004,2023-07-19,3
5938,M053,U007,2023-07-01,2
5939,M068,U006,2023-10-14,2
5940,M053,U018,2023-08-08,1
5941,M036,U020,2023-07-02,1
5942,M005,U019,2023-06-16,1
5943,M058,U010,2023-06-16,2
5944,M073,U009,2023-08-24,2
5945,M093,U002,2023-09-23,1
5946,M077,U001,2023-10-11,2
5947,M036,U019,2023-10-12,3
5948,M042,U012,2023-09-24,3
5949,M050,U014,2023-09-05,2
5950,M047,U016,2023-07-15,3
5951,M029,U014,2023-06-23,3
5952,M092,U014,2023-07-25,2
5953,M008,U002,2023-09-05,3
5954,M074,U001,2023-06-01,2
5955,M004,U007,2023-08-03,1
5956,M003,U003,2023-10-10,3
5957,M061,U015,2023-09-16,2
5958,M038,U008,2023-10-04,1
5959,M062,U009,2023-06-19,1
5960,M008,U004,2023-09-16,3
5961,M043,U019,2023-10-10,2
5962,M094,U014,2023-08-27,2
5963,M034,U007,2023-10-24,1
5964,M076,U011,2023-10-01,3
5965,M017,U016,2023-10-02,2
5966,M002,U020,2023-09-20,2
5967,M100,U001,2023-09-03,2
5968,M033,U011,2023-10-09,2
5969,M033,U018,2023-08-28,2
5970,M056,U001,2023-09-18,3
5971,M040,U003,2023-07-21,2
5972,M096,U018,2023-08-02,1
5973,M063,U020,2023-06-21,2
5974,M013,U015,2023-06-12,1
5975,M100,U010,2023-07-01,3
5976,M001,U005,2023-08-29,3
5977,M039,U016,2023-06-11,1
5978,M074,U014,2023-10-22,2
5979,M081,U003,2023-07-10,2
5980,M077,U020,2023-10-01,1
5981,M046,U009,2023-06-28,3
5982,M078,U006,2023-08-11,2
5983,M089,U008,2023-07-19,3
5984,M063,U004,2023-08-02,3
5985,M090,U004,2023-10-23,3
5986,M085,U010,2023-07-15,2
5987,M029,U007,2023-08-28,3
5988,M068,U002,2023-09-21,1
5989,M047,U014,2023-10-03,3
5990,M060,U005,2023-09-27,1
5991,M066,U009,2023-10-18,2
5992,M079,U010,2023-08-20,3
5993,M029,U011,2023-07-20,1
5994,M054,U013,2023-07-03,2
5995,M021,U007,2023-07-01,3
5996,M045,U019,2023-06-28,3
5997,M048,U009,2023-09-26,1
5998,M028,U005,2023-06-22,1
5999,M017,U011,2023-10-03,2
6000,M030,U018,2023-08-11,2
6001,M063,U016,2023-08-29,2
6002,M050,U008,2023-09-29,3
6003,M085,U005,2023-07-25,2
6004,M056,U009,2023-06-14,3
6005,M099,U010,2023-06-20,2
6006,M085,U018,2023-06-29,1
6007,M005,U005,2023-08-23,3
6008,M010,U002,2023-07-02,2
6009,M097,U014,2023-08-02,3
6010,M020,U020,2023-08-06,2
6011,M051,U011,2023-07-19,3
6012,M002,U001,2023-07-26,2
6013,M095,U010,2023-09-17,2
6014,M047,U001,2023-09-02,3
6015,M050,U003,2023-09-26,2
6016,M047,U012,2023-09-08,1
6017,M051,U020,2023-07-14,1
6018,M006,U016,2023-08-08,3
6019,M088,U007,2023-09-08,1
6020,M074,U016,2023-10-01,1
6021,M092,U009,2023-09-27,3
6022,M053,U008,2023-10-25,2
6023,M095,U020,2023-06-19,2
6024,M079,U010,2023-08-05,2
6025,M063,U013,2023-06-20,1
6026,M069,U012,2023-10-14,2
6027,M021,U017,2023-08-16,2
6028,M076,U019,2023-08-07,3
6029,M057,U020,2023-10-29,3
6030,M035,U003,2023-09-27,3
6031,M079,U009,2023-10-13,3
6032,M100,U016,2023-07-24,1
6033,M084,U020,2023-06-28,3
6034,M100,U002,2023-07-30,2
6035,M039,U017,2023-06-26,2
6036,M090,U014,2023-06-11,3
6037,M029,U004,2023-10-07,2
6038,M083,U007,2023-06-26,1
6039,M068,U010,2023-06-12,1
6040,M090,U018,2023-08-03,2
6041,M055,U015,2023-09-15,1
6042,M052,U018,2023-08-18,3
6043,M027,U008,2023-10-23,1
6044,M081,U010,2023-08-29,3
6045,M065,U009,2023-10-18,3
6046,M032,U010,2023-09-27,2
6047,M025,U003,2023-06-03,2
6048,M080,U006,2023-07-15,1
6049,M024,U016,2023-09-22,2
6050,M062,U001,2023-09-24,2
6051,M032,U008,2023-09-09,2
6052,M094,U007,2023-07-18,1
6053,M013,U008,2023-08-21,1
6054,M071,U008,2023-10-28,2
6055,M065,U011,2023-07-15,2
6056,M048,U008,2023-07-07,3
6057,M039,U015,2023-09-19,1
6058,M039,U015,2023-06-02,3
6059,M035,U005,2023-09-15,3
6060,M069,U009,2023-07-08,2
6061,M085,U011,2023-06-21,3
6062,M060,U012,2023-06-10,3
6063,M029,U001,2023-09-05,2
6064,M054,U006,2023-07-07,3
6065,M084,U012,2023-06-15,1
6066,M065,U012,2023-08-05,2
6067,M074,U014,2023-08-06,1
6068,M025,U006,2023-06-01,2
6069,M034,U018,2023-08-31,2
6070,M002,U016,2023-10-02,1
6071,M077,U004,2023-06-06,3
6072,M006,U019,2023-06-17,1
6073,M063,U017,2023-08-28,1
6074,M093,U019,2023-07-25,1
6075,M001,U007,2023-09-17,1
6076,M055,U019,2023-08-14,1
6077,M055,U008,2023-07-06,2
6078,M001,U016,2023-08-20,3
6079,M028,U004,2023-06-27,1
6080,M008,U009,2023-08-10,2
6081,M055,U001,2023-06-10,1
6082,M071,U011,2023-09-16,1
6083,M063,U001,2023-08-15,1
6084,M020,U017,2023-10-07,3
6085,M019,U009,2023-07-08,1
6086,M059,U004,2023-07-02,2
6087,M011,U008,2023-07-07,2
6088,M095,U015,2023-07-17,3
6089,M089,U016,2023-10-07,1
6090,M062,U002,2023-08-12,1
6091,M037,U017,2023-06-22,1
6092,M094,U007,2023-10-12,3
6093,M065,U016,2023-06-03,1
6094,M046,U002,2023-08-18,1
6095,M019,U002,2023-06-25,1
6096,M014,U017,2023-08-03,3
6097,M030,U009,2023-08-06,1
6098,M059,U005,2023-06-27,2
6099,M016,U016,2023-07-16,2
6100,M097,U019,2023-06-07,2
6101,M055,U005,2023-10-22,3
6102,M093,U016,2023-08-26,3
6103,M081,U018,2023-10-26,3
6104,M095,U008,2023-07-16,2
6105,M083,U019,2023-06-19,2
6106,M004,U010,2023-10-20,3
6107,M048,U010,2023-07-20,1
6108,M036,U011,2023-09-21,3
6109,M001,U004,2023-08-13,1
6110,M094,U004,2023-07-09,2
6111,M007,U001,2023-09-02,2
6112,M003,U003,2023-09-11,2
6113,M069,U013,2023-08-01,3
6114,M053,U008,2023-10-10,1
6115,M002,U019,2023-09-21,2
6116,M086,U001,2023-08-28,1
6117,M037,U013,2023-07-26,1
6118,M054,U006,2023-06-21,1
6119,M025,U020,2023-06-20,1
6120,M097,U004,2023-08-08,1
6121,M080,U012,2023-09-13,1
6122,M062,U011,2023-09-07,3
6123,M046,U008,2023-08-24,1
6124,M050,U019,2023-06-14,3
6125,M031,U017,2023-09-08,3
6126,M092,U005,2023-09-16,1
6127,M078,U002,2023-09-30,1
6128,M035,U012,2023-09-20,1
6129,M005,U009,2023-06-11,3
6130,M024,U001,2023-08-11,3
6131,M041,U019,2023-10-12,2
6132,M041,U014,2023-08-19,1
6133,M052,U011,2023-06-29,2
6134,M062,U006,2023-07-28,3
6135,M047,U015,2023-09-28,1
6136,M097,U004,2023-10-24,1
6137,M007,U011,2023-08-02,2
6138,M006,U006,2023-08-23,3
6139,M087,U016,2023-10-18,3
6140,M035,U002,2023-09-23,2
6141,M058,U001,2023-08-04,2
6142,M072,U019,2023-08-13,1
6143,M063,U009,2023-09-24,2
6144,M038,U014,2023-10-05,2
6145,M060,U018,2023-07-14,2
6146,M092,U012,2023-10-08,3
6147,M022,U005,2023-07-23,2
6148,M070,U018,2023-06-26,3
6149,M004,U019,2023-08-06,2
6150,M042,U012,2023-09-09,3
6151,M018,U017,2023-08-15,2
6152,M064,U010,2023-08-13,2
6153,M017,U008,2023-10-04,1
6154,M009,U016,2023-08-14,2
6155,M028,U017,2023-10-18,3
6156,M091,U009,2023-07-17,2
6157,M070,U008,2023-09-10,3
6158,M068,U015,2023-07-20,2
6159,M020,U010,2023-08-13,2
6160,M081,U005,2023-07-18,2
6161,M049,U011,2023-10-21,2
6162,M071,U018,2023-10-10,3
6163,M056,U011,2023-09-10,2
6164,M043,U012,2023-08-24,3
6165,M028,U009,2023-10-11,3
6166,M045,U011,2023-08-15,2
6167,M015,U013,2023-09-27,2
6168,M051,U011,2023-08-08,1
6169,M044,U012,2023-06-26,1
6170,M015,U012,2023-06-25,1
6171,M059,U010,2023-10-15,2
6172,M027,U008,2023-09-05,2
6173,M038,U010,2023-09-01,2
6174,M028,U011,2023-08-04,2
6175,M004,U019,2023-09-27,3
6176,M007,U006,2023-08-30,1
6177,M088,U017,2023-09-03,3
6178,M061,U020,2023-06-13,1
6179,M049,U019,2023-08-01,1
6180,M064,U012,2023-10-25,3
6181,M029,U020,2023-06-08,3
6182,M079,U004,2023-07-18,1
6183,M009,U012,2023-09-09,2
6184,M002,U016,2023-08-12,3
6185,M078,U009,2023-07-03,2
6186,M029,U001,2023-08-26,1
6187,M044,U006,2023-09-12,1
6188,M020,U002,2023-10-10,1
6189,M048,U006,2023-06-12,1
6190,M048,U009,2023-07-20,2
6191,M011,U007,2023-09-23,3
6192,M093,U017,2023-09-27,2
6193,M035,U001,2023-09-07,1
6194,M035,U008,2023-07-02,2
6195,M048,U013,2023-07-25,2
6196,M098,U004,2023-09-12,3
6197,M066,U009,2023-07-12,3
6198,M078,U013,2023-06-14,1
6199,M030,U014,2023-06-19,3
6200,M080,U010,2023-07-15,1
6201,M032,U011,2023-09-07,2
6202,M002,U003,2023-09-12,3
6203,M033,U007,2023-09-07,1
6204,M050,U013,2023-10-02,3
6205,M076,U006,2023-10-12,3
6206,M086,U006,2023-07-23,1
6207,M092,U006,2023-07-18,3
6208,M088,U005,2023-07-11,1
6209,M034,U004,2023-10-27,1
6210,M043,U019,2023-08-07,3
6211,M035,U002,2023-08-18,2
6212,M034,U012,2023-10-25,1
6213,M092,U016,2023-08-19,1
6214,M002,U009,2023-10-11,2
6215,M023,U018,2023-10-16,1
6216,M018,U020,2023-08-09,3
6217,M015,U016,2023-10-12,1
6218,M026,U011,2023-10-10,3
6219,M008,U020,2023-10-26,3
6220,M041,U016,2023-07-22,2
6221,M031,U009,2023-07-21,1
6222,M031,U002,2023-07-27,2
6223,M016,U019,2023-07-17,1
6224,M047,U017,2023-07-21,1
6225,M008,U012,2023-07-24,1
6226,M074,U008,2023-09-30,2
6227,M029,U012,2023-09-30,2
6228,M059,U018,2023-09-24,2
6229,M055,U010,2023-08-10,1
6230,M006,U005,2023-10-21,3
6231,M042,U004,2023-09-27,2
6232,M026,U015,2023-08-05,3
6233,M030,U001,2023-09-07,2
6234,M073,U017,2023-06-29,1
6235,M080,U006,2023-07-06,3
6236,M032,U003,2023-06-24,3
6237,M003,U015,2023-08-14,1
6238,M078,U003,2023-07-01,3
6239,M074,U010,2023-10-27,3
6240,M083,U004,2023-09-03,2
6241,M074,U012,2023-09-08,1
6242,M098,U010,2023-10-04,2
6243,M024,U004,2023-10-26,2
6244,M007,U003,2023-07-16,3
6245,M090,U014,2023-09-20,1
6246,M030,U009,2023-10-12,3
6247,M008,U010,2023-10-01,3
6248,M061,U005,2023-09-09,1
6249,M088,U011,2023-08-18,2
6250,M004,U017,2023-08-31,2
6251,M060,U005,2023-10-07,3
6252,M089,U005,2023-10-26,2
6253,M040,U008,2023-09-04,2
6254,M064,U016,2023-06-06,2
6255,M028,U017,2023-09-13,1
6256,M060,U007,2023-06-27,3
6257,M061,U012,2023-09-25,3
6258,M093,U018,2023-06-13,3
6259,M034,U008,2023-09-14,2
6260,M063,U002,2023-07-26,1
6261,M026,U007,2023-07-27,2
6262,M076,U001,2023-09-05,3
6263,M082,U007,2023-07-15,2
6264,M059,U005,2023-08-10,3
6265,M049,U015,2023-09-09,3
6266,M085,U018,2023-09-17,3
6267,M026,U014,2023-07-28,1
6268,M086,U001,2023-09-24,2
6269,M016,U002,2023-07-16,2
6270,M021,U003,2023-09-09,2
6271,M076,U018,2023-10-22,2
6272,M071,U005,2023-10-22,1
6273,M076,U007,2023-08-10,3
6274,M003,U010,2023-06-12,1
6275,M065,U013,2023-06-21,2
6276,M078,U017,2023-09-07,1
6277,M047,U014,2023-06-01,3
6278,M004,U008,2023-07-07,3
6279,M087,U013,2023-07-20,2
6280,M068,U019,2023-07-15,1
6281,M042,U018,2023-09-30,2
6282,M100,U002,2023-09-29,3
6283,M024,U013,2023-06-26,1
6284,M019,U005,2023-10-21,2
6285,M043,U011,2023-08-14,3
6286,M004,U020,2023-09-28,2
6287,M007,U017,2023-09-03,1
6288,M014,U001,2023-06-11,2
6289,M088,U014,2023-10-11,1
6290,M075,U015,2023-10-17,3
6291,M001,U010,2023-08-16,2
6292,M068,U001,2023-07-05,2
6293,M024,U016,2023-06-02,2
6294,M019,U012,2023-10-19,1
6295,M014,U010,2023-06-14,1
6296,M034,U019,2023-07-15,3
6297,M073,U009,2023-07-17,1
6298,M050,U001,2023-08-04,1
6299,M089,U009,2023-10-10,3
6300,M036,U018,2023-09-23,3
6301,M002,U009,2023-10-26,2
6302,M009,U019,2023-08-11,3
6303,M067,U005,2023-07-17,2
6304,M037,U010,2023-10-03,1
6305,M011,U004,2023-08-03,3
6306,M069,U014,2023-09-02,1
6307,M021,U016,2023-09-01,2
6308,M090,U001,2023-07-22,3
6309,M070,U011,2023-06-23,2
6310,M092,U002,2023-09-02,3
6311,M029,U016,2023-09-26,2
6312,M088,U018,2023-06-30,1
6313,M016,U014,2023-08-21,3
6314,M008,U007,2023-08-26,1
6315,M014,U019,2023-08-02,1
6316,M089,U017,2023-08-25,1
6317,M049,U012,2023-07-08,3
6318,M052,U002,2023-10-11,3
6319,M015,U017,2023-08-16,1
6320,M055,U010,2023-10-16,3
6321,M097,U019,2023-09-20,2
6322,M044,U002,2023-06-29,1
6323,M092,U001,2023-10-06,1
6324,M045,U009,2023-08-09,1
6325,M039,U004,2023-08-17,1
6326,M092,U003,2023-10-15,2
6327,M072,U020,2023-09-09,3
6328,M022,U005,2023-07-12,1
6329,M034,U017,2023-07-26,3
6330,M083,U003,2023-08-14,2
6331,M086,U002,2023-09-30,3
6332,M036,U001,2023-06-10,2
6333,M100,U015,2023-09-25,3
6334,M080,U009,2023-09-11,1
6335,M046,U005,2023-08-26,1
6336,M068,U011,2023-06-09,2
6337,M061,U006,2023-10-14,1
6338,M050,U008,2023-08-29,1
6339,M056,U010,2023-08-03,1
6340,M028,U019,2023-06-13,1
6341,M057,U003,2023-07-14,2
6342,M077,U004,2023-09-19,1
6343,M016,U015,2023-10-24,3
6344,M095,U002,2023-10-08,2
6345,M031,U020,2023-09-14,3
6346,M008,U005,2023-08-09,2
6347,M007,U014,2023-07-24,2
6348,M095,U017,2023-07-04,1
6349,M050,U010,2023-09-16,3
6350,M031,U005,2023-08-18,2
6351,M099,U010,2023-08-28,3
6352,M020,U004,2023-06-06,3
6353,M030,U013,2023-09-24,2
6354,M045,U008,2023-07-14,3
6355,M074,U019,2023-07-09,2
6356,M016,U018,2023-10-12,1
6357,M086,U009,2023-09-02,2
6358,M054,U019,2023-07-21,1
6359,M042,U004,2023-10-18,2
6360,M046,U003,2023-08-30,1
6361,M075,U015,2023-06-24,3
6362,M024,U020,2023-09-04,1
6363,M086,U017,2023-08-29,2
6364,M066,U003,2023-08-04,3
6365,M009,U019,2023-08-15,1
6366,M086,U012,2023-10-27,2
6367,M066,U017,2023-08-27,2
6368,M081,U004,2023-09-12,2
6369,M048,U007,2023-06-26,3
6370,M050,U008,2023-07-14,2
6371,M067,U018,2023-09-29,3
6372,M060,U016,2023-09-24,2
6373,M047,U015,2023-08-12,1
6374,M094,U013,2023-08-06,3
6375,M042,U020,2023-10-20,3
6376,M019,U008,2023-06-19,3
6377,M021,U007,2023-10-12,1
6378,M053,U007,2023-07-22,3
6379,M011,U005,2023-08-30,2
6380,M082,U014,2023-07-01,3
6381,M003,U017,2023-09-18,1
6382,M086,U020,2023-06-22,1
6383,M016,U019,2023-06-17,2
6384,M067,U018,2023-09-21,1
6385,M027,U011,2023-06-24,2
6386,M095,U003,2023-08-08,2
6387,M078,U017,2023-07-09,3
6388,M028,U019,2023-09-26,3
6389,M008,U010,2023-08-09,1
6390,M046,U008,2023-09-13,3
6391,M011,U008,2023-10-21,2
6392,M084,U013,2023-06-24,3
6393,M003,U007,2023-07-19,3
6394,M038,U011,2023-07-10,2
6395,M056,U012,2023-10-17,1
6396,M069,U008,2023-09-25,1
6397,M028,U016,2023-08-05,2
6398,M082,U009,2023-06-24,1
6399,M088,U016,2023-06-06,1
6400,M034,U018,2023-06-03,2
6401,M036,U013,2023-07-08,3
6402,M022,U001,2023-07-10,1
6403,M007,U008,2023-06-16,3
6404,M083,U011,2023-06-05,2
6405,M080,U007,2023-08-19,1
6406,M095,U004,2023-09-28,3
6407,M100,U006,2023-06-28,3
6408,M079,U007,2023-09-15,2
6409,M062,U006,2023-09-02,1
6410,M067,U014,2023-09-04,3
6411,M069,U014,2023-08-27,2
6412,M064,U017,2023-07-03,1
6413,M038,U009,2023-06-26,1
6414,M095,U009,2023-10-22,2
6415,M088,U006,2023-09-15,3
6416,M033,U005,2023-08-24,1
6417,M016,U018,2023-09-03,3
6418,M089,U013,2023-09-11,1
6419,M011,U017,2023-07-03,2
6420,M053,U020,2023-06-27,3
6421,M068,U014,2023-08-28,3
6422,M049,U016,2023-09-08,3
6423,M031,U006,2023-07-12,1
6424,M053,U010,2023-08-11,2
6425,M098,U017,2023-06-23,3
6426,M082,U013,2023-08-19,1
6427,M092,U019,2023-09-30,1
6428,M042,U004,2023-09-17,2
6429,M075,U019,2023-06-02,3
6430,M100,U010,2023-08-31,3
6431,M059,U015,2023-10-22,1
6432,M005,U017,2023-10-14,1
6433,M093,U011,2023-10-02,3
6434,M020,U008,2023-07-25,1
6435,M016,U005,2023-10-13,2
6436,M014,U013,2023-10-08,2
6437,M059,U007,2023-09-30,2
6438,M079,U020,2023-06-11,3
6439,M012,U006,2023-09-05,2
6440,M023,U002,2023-08-03,3
6441,M077,U007,2023-10-02,2
6442,M022,U017,2023-07-14,1
6443,M043,U016,2023-07-03,2
6444,M075,U020,2023-06-29,3
6445,M051,U001,2023-08-14,1
6446,M050,U004,2023-06-19,3
6447,M093,U015,2023-09-12,3
6448,M082,U018,2023-08-29,3
6449,M046,U004,2023-06-05,1
6450,M061,U006,2023-07-09,3
6451,M019,U018,2023-07-22,3
6452,M006,U015,2023-10-09,2
6453,M086,U006,2023-07-07,2
6454,M019,U016,2023-10-05,2
6455,M065,U019,2023-09-09,3
6456,M013,U001,2023-09-08,2
6457,M091,U018,2023-06-18,3
6458,M046,U005,2023-07-27,3
6459,M047,U014,2023-07-02,3
6460,M040,U003,2023-06-19,3
6461,M045,U016,2023-08-13,2
6462,M029,U001,2023-06-20,2
6463,M033,U011,2023-07-27,2
6464,M078,U007,2023-08-18,2
6465,M067,U005,2023-10-27,1
6466,M081,U014,2023-07-12,3
6467,M014,U015,2023-06-01,1
6468,M063,U018,2023-08-20,2
6469,M026,U007,2023-09-03,3
6470,M085,U004,2023-08-07,3
6471,M095,U015,2023-09-29,2
6472,M017,U002,2023-07-24,2
6473,M096,U018,2023-07-23,2
6474,M063,U009,2023-06-13,1
6475,M045,U013,2023-08-04,3
6476,M039,U010,2023-08-14,1
6477,M039,U017,2023-10-20,1
6478,M001,U018,2023-07-10,3
6479,M048,U001,2023-10-21,3
6480,M070,U020,2023-10-03,1
6481,M046,U009,2023-08-30,2
6482,M012,U004,2023-10-10,3
6483,M013,U015,2023-07-28,3
6484,M027,U006,2023-10-06,1
6485,M096,U008,2023-08-20,3
6486,M092,U006,2023-08-02,3
6487,M094,U014,2023-07-17,3
6488,M098,U019,2023-07-01,3
6489,M071,U009,2023-09-15,1
6490,M076,U008,2023-07-13,3
6491,M033,U011,2023-09-08,2
6492,M062,U009,2023-09-06,2
6493,M071,U018,2023-09-27,2
6494,M092,U012,2023-06-19,1
6495,M085,U016,2023-09-28,3
6496,M079,U012,2023-08-31,1
6497,M069,U020,2023-09-29,1
6498,M049,U016,2023-07-10,2
6499,M071,U012,2023-10-22,3
6500,M072,U014,2023-10-21,1
